CandidateId,Age,English,Experience,Projects,Education,Python,Docker,Redis,RabbitMQ,AI,Hired
43,40,623,4,2,1,97,0,0,0,0,0
44,22,723,1,5,1,77,0,1,1,0,0
45,36,654,3,2,1,89,0,0,0,1,0
46,33,655,2,5,1,75,0,0,0,0,0
47,27,663,1,2,1,79,1,0,0,0,0
48,37,789,12,15,1,91,0,0,0,1,1
49,34,685,13,12,1,93,0,0,0,1,1
50,35,571,12,12,1,59,0,1,1,0,0
51,23,733,3,5,1,85,0,1,0,1,0
52,35,761,13,13,1,73,0,0,1,0,0
53,45,658,3,3,1,61,1,0,1,0,0
54,44,552,12,15,1,82,0,0,0,0,0
55,25,702,3,4,1,84,0,0,0,0,0
56,42,712,12,10,1,68,1,0,0,0,0
57,35,693,11,15,1,81,0,0,0,1,1
58,43,760,3,6,1,84,0,0,0,0,0
59,28,672,2,6,0,65,0,0,0,0,0
60,38,830,12,12,0,81,0,0,0,1,1
61,27,678,2,4,1,71,0,1,0,0,0
62,25,798,10,11,1,77,0,0,0,0,0
63,32,599,2,2,1,74,0,0,0,0,0
64,38,730,4,4,1,78,0,0,0,0,0
65,31,449,12,15,1,74,0,1,0,0,0
66,31,675,13,13,0,76,0,0,0,0,0
67,31,757,12,13,0,77,0,0,1,0,0
68,32,662,12,11,1,71,0,0,0,0,0
69,42,768,14,11,1,96,0,0,0,0,0
70,33,576,2,3,0,65,0,0,0,0,0
71,30,698,13,15,1,64,1,0,0,0,0
72,24,648,3,5,1,76,0,0,1,0,0
73,39,559,11,14,1,67,1,0,0,0,0
74,42,867,14,10,1,67,1,1,0,0,0
75,38,732,13,14,1,77,1,0,1,0,1
76,28,682,1,6,1,89,0,0,0,1,0
77,39,831,2,4,1,67,0,0,0,0,0
78,43,935,12,13,1,70,1,0,0,0,1
79,29,674,3,4,1,82,1,1,1,0,0
80,33,750,11,14,1,78,0,1,1,0,1
81,30,654,2,6,0,68,0,0,0,0,0
82,35,546,14,11,1,74,0,0,0,0,0
83,24,881,3,4,1,78,1,0,1,0,0
84,32,658,13,15,1,75,1,0,0,0,0
85,25,521,10,13,1,78,0,1,1,0,0
86,34,716,4,6,1,47,1,1,0,0,0
87,41,917,3,2,0,66,0,0,1,0,0
88,38,591,12,13,1,75,0,0,0,0,0
89,43,571,2,3,1,75,0,1,0,0,0
90,26,615,3,6,1,80,0,0,0,0,0
91,23,654,5,5,1,69,0,0,0,0,0
92,42,756,4,6,1,77,0,0,0,0,0
93,32,869,14,12,1,82,0,0,0,0,0
94,36,761,13,12,1,84,0,1,0,0,0
95,28,595,9,10,1,61,0,1,0,0,0
96,44,685,12,11,1,70,0,0,0,0,0
97,26,597,6,10,1,72,0,0,0,0,0
98,39,556,14,12,1,60,0,0,0,0,0
99,22,880,5,2,1,79,1,1,0,0,0
100,26,551,9,7,1,59,0,0,0,0,0
101,22,641,2,5,1,77,0,0,0,0,0
102,29,899,1,2,1,79,1,0,0,0,0
103,45,659,11,14,1,77,0,1,0,0,0
104,26,731,1,3,1,66,0,0,0,0,0
105,28,780,2,4,1,84,0,0,0,0,0
106,27,764,1,2,1,90,0,1,0,1,0
107,36,617,2,2,1,87,1,0,0,1,0
108,32,814,12,12,1,78,0,0,1,0,1
109,32,730,4,5,1,71,0,1,0,0,0
110,31,784,4,4,1,60,0,1,0,0,0
111,36,614,3,5,1,73,0,0,0,0,0
112,28,602,3,4,1,79,1,0,0,0,0
113,25,863,8,8,1,65,0,0,0,0,0
114,22,721,2,3,1,71,0,0,0,0,0
115,43,533,4,6,0,79,0,0,0,0,0
116,42,760,2,6,1,65,0,0,0,0,0
117,39,515,13,15,1,68,0,0,0,0,0
118,34,713,4,4,0,78,0,0,0,0,0
119,29,782,9,12,1,77,1,0,0,0,0
120,22,497,3,4,0,75,0,0,0,0,0
121,24,655,2,4,0,62,1,0,0,0,0
122,36,757,3,5,1,76,0,1,1,0,0
123,36,749,3,3,1,66,1,0,0,0,0
124,25,890,10,14,1,86,0,0,0,0,1
125,33,779,13,12,1,63,1,1,0,0,0
126,24,794,3,3,1,65,1,0,1,0,0
127,45,560,4,4,1,79,0,1,0,0,0
128,34,611,3,2,0,48,0,0,0,0,0
129,40,530,2,5,1,80,0,0,0,0,0
130,25,808,1,2,0,63,0,0,0,0,0
131,40,693,2,6,1,88,1,0,0,0,0
132,25,670,6,7,1,74,0,0,1,0,0
133,40,828,2,5,1,78,0,0,1,0,0
134,39,542,14,10,1,83,0,1,0,1,0
135,29,791,3,3,1,76,0,0,1,0,0
136,45,758,2,6,1,76,0,1,0,0,0
137,37,686,3,4,1,65,0,0,1,0,0
138,36,522,3,5,1,69,0,0,0,0,0
139,26,792,7,8,1,71,0,0,0,0,0
140,31,826,4,2,0,67,0,0,0,0,0
141,42,653,2,6,0,77,0,0,0,0,0
142,27,527,9,10,0,79,0,0,1,0,0
143,25,666,2,3,0,65,0,0,0,0,0
144,28,689,1,4,1,62,0,0,0,0,0
145,44,555,12,13,1,80,0,0,0,0,0
146,44,585,3,6,1,83,0,0,0,1,0
147,27,805,2,4,1,75,0,0,0,0,0
148,41,706,14,11,0,91,1,0,1,1,1
149,22,734,1,6,1,84,0,0,0,0,0
150,43,607,13,10,1,90,0,0,0,0,0
151,22,805,1,6,0,70,0,0,0,0,0
152,45,723,4,2,1,56,1,0,0,0,0
153,31,658,4,3,0,83,1,0,0,1,0
154,40,663,3,3,1,70,0,0,0,0,0
155,31,648,3,6,0,62,0,1,0,0,0
156,45,723,12,15,1,75,1,0,1,0,1
157,22,658,2,6,1,65,1,0,0,0,0
158,24,715,1,3,1,93,1,0,0,0,0
159,32,608,13,12,1,72,1,1,0,0,1
160,43,757,4,6,1,79,0,0,0,0,0
161,39,678,12,15,1,62,1,0,0,0,0
162,42,677,11,15,1,71,0,1,1,0,1
163,27,678,3,4,1,82,0,1,0,1,0
164,44,771,12,13,1,84,0,1,0,1,1
165,24,707,3,6,1,68,0,0,0,0,0
166,28,663,3,6,1,88,1,0,1,0,0
167,38,768,12,15,0,87,1,0,1,1,1
168,23,804,1,3,0,65,1,0,0,0,0
169,22,543,1,5,1,68,0,0,1,0,0
170,37,657,4,2,1,68,1,0,0,0,0
171,32,749,2,4,1,57,0,0,1,0,0
172,22,747,2,5,0,72,1,0,1,0,0
173,23,637,4,5,1,56,0,0,0,0,0
174,36,866,14,14,0,76,0,0,1,0,1
175,25,801,10,14,1,76,0,1,1,0,1
176,45,716,4,5,1,76,0,0,1,0,0
177,37,660,4,6,1,65,0,0,1,0,0
178,39,771,2,2,1,64,1,0,0,0,0
179,34,386,12,15,1,82,0,0,0,0,0
180,36,906,11,14,1,82,0,0,1,0,1
181,34,842,2,3,1,84,0,0,0,1,0
182,35,748,4,4,1,59,1,1,0,0,0
183,36,776,4,6,1,83,0,0,0,1,0
184,26,787,6,11,1,61,1,0,0,0,0
185,33,950,3,5,1,74,0,0,0,0,0
186,39,600,4,3,1,62,0,0,0,0,0
187,27,742,3,4,0,75,0,0,0,0,0
188,32,751,14,11,1,81,1,0,0,1,0
189,39,738,3,6,0,72,1,0,0,0,0
190,29,873,8,9,1,92,1,0,0,0,0
191,41,659,2,2,0,51,0,0,0,0,0
192,36,852,2,3,0,80,0,1,0,0,0
193,27,689,9,12,1,85,0,1,1,1,1
194,33,902,11,13,1,83,0,1,0,1,1
195,42,763,2,6,1,98,0,0,0,1,0
196,24,786,3,5,1,77,1,0,0,0,0
197,26,710,3,5,0,83,0,0,1,1,0
198,32,707,3,5,1,78,1,0,1,0,0
199,27,617,8,8,1,62,0,1,0,0,0
200,30,664,12,15,1,87,0,0,1,1,1
201,35,950,12,13,1,80,0,0,0,0,0
202,39,606,3,2,1,79,0,1,0,0,0
203,45,715,4,6,1,56,0,0,0,0,0
204,30,705,4,5,0,79,0,0,0,0,0
205,36,784,3,6,1,71,0,0,1,0,0
206,22,844,1,5,1,89,1,0,0,1,0
207,31,910,4,5,1,79,0,0,0,0,0
208,27,749,7,9,1,57,0,0,0,0,0
209,32,826,2,5,1,74,0,0,0,0,0
210,23,737,1,4,1,91,1,1,0,1,0
211,41,667,2,4,1,71,0,1,1,0,0
212,30,769,4,6,1,74,0,0,0,0,0
213,38,738,13,14,1,71,0,0,0,0,0
214,32,848,14,12,1,60,0,0,0,0,0
215,38,657,13,15,1,84,0,0,0,1,1
216,30,877,11,15,0,64,0,0,0,0,0
217,24,651,4,3,1,81,0,0,1,1,0
218,42,660,11,11,1,67,0,0,0,0,0
219,38,737,12,10,0,88,0,0,0,0,0
220,24,674,2,2,1,70,0,0,1,0,0
221,31,648,4,5,1,77,0,0,0,0,0
222,36,609,12,15,1,76,0,0,0,0,0
223,23,775,4,3,1,82,0,0,0,0,0
224,30,812,4,5,1,71,0,1,0,0,0
225,38,686,11,14,1,69,0,0,0,0,0
226,39,639,14,10,1,81,0,0,0,0,0
227,35,738,11,11,1,91,1,0,0,0,0
228,40,739,2,4,1,63,0,0,0,0,0
229,27,694,9,11,1,73,0,0,1,0,0
230,45,778,3,3,1,76,1,0,0,0,0
231,27,663,1,4,1,62,0,0,1,0,0
232,35,630,11,12,1,64,1,0,0,0,0
233,32,687,14,15,1,65,0,0,0,0,0
234,35,703,3,3,1,67,0,0,0,0,0
235,22,906,2,2,1,85,0,0,0,0,0
236,25,643,7,12,1,86,0,0,1,0,0
237,45,831,13,14,1,80,0,0,0,0,0
238,24,722,1,3,0,71,0,0,0,0,0
239,31,585,11,14,1,60,0,0,0,0,0
240,35,648,13,13,1,86,0,1,0,1,1
241,42,737,3,3,1,67,0,0,0,0,0
242,35,638,14,10,1,65,0,1,0,0,0
243,44,922,12,14,1,73,0,0,0,0,0
244,34,700,2,6,1,79,0,0,0,0,0
245,35,719,13,11,1,91,0,0,0,1,1
246,39,871,14,10,0,66,1,0,1,0,0
247,40,548,4,4,1,82,0,1,0,0,0
248,37,762,3,5,1,75,0,0,0,0,0
249,25,634,2,2,1,56,0,1,0,0,0
250,35,638,14,15,1,61,1,1,0,0,0
251,33,710,13,15,1,80,0,0,0,0,0
252,34,881,12,10,1,90,0,0,0,0,0
253,38,828,13,12,0,80,1,1,0,0,1
254,28,432,8,11,1,74,0,0,0,0,0
255,24,849,1,6,0,75,0,0,0,0,0
256,28,870,2,2,0,86,0,0,1,0,0
257,40,479,2,3,1,70,0,1,0,0,0
258,24,592,2,6,0,71,0,0,0,0,0
259,44,770,12,11,1,74,0,0,0,0,0
260,36,682,3,6,0,90,1,0,0,1,0
261,37,568,4,5,1,67,0,0,0,0,0
262,33,520,13,15,1,70,0,0,0,0,0
263,30,713,3,5,1,77,0,0,1,0,0
264,44,567,14,15,1,52,0,0,0,0,0
265,35,735,4,4,0,72,1,1,0,0,0
266,39,641,13,15,1,90,0,0,0,1,1
267,31,757,3,6,0,72,0,0,0,0,0
268,23,620,2,5,1,79,1,0,0,0,0
269,30,721,14,11,1,95,1,0,0,1,1
270,33,786,3,5,1,77,1,0,0,0,0
271,44,775,2,4,1,70,0,0,0,0,0
272,34,886,2,6,0,83,0,0,0,0,0
273,39,703,11,11,1,77,0,0,0,0,0
274,26,838,9,8,1,63,0,0,0,0,0
275,25,654,6,8,1,84,0,0,1,1,0
276,37,712,2,6,1,75,1,0,1,0,0
277,24,686,2,3,0,80,1,0,0,0,0
278,27,742,1,6,1,86,1,1,0,0,0
279,43,629,2,5,1,65,0,0,0,0,0
280,29,787,6,7,1,74,0,1,0,0,0
281,41,474,2,4,1,75,1,0,1,0,0
282,26,618,6,7,1,89,0,0,1,0,0
283,29,663,8,9,1,79,0,0,0,0,0
284,34,736,12,13,1,86,0,0,0,0,1
285,24,787,1,6,1,79,0,0,1,0,0
286,25,675,8,12,1,80,0,0,0,0,0
287,33,703,2,4,1,83,0,0,0,0,0
288,24,445,2,3,0,95,0,0,1,1,0
289,30,771,11,12,1,74,0,0,0,0,0
290,26,918,3,3,1,67,1,0,0,0,0
291,35,477,4,2,1,86,0,1,0,0,0
292,44,799,2,4,1,73,0,1,0,0,0
293,41,655,14,15,1,75,0,0,1,0,0
294,44,657,4,2,1,77,1,0,0,0,0
295,38,781,2,3,1,83,0,0,0,0,0
296,40,598,14,12,1,80,1,1,0,0,0
297,32,631,14,10,1,73,1,1,0,0,0
298,22,707,3,6,1,79,0,0,0,0,0
299,27,634,3,6,1,87,0,0,0,0,0
300,38,920,13,12,1,93,0,0,0,0,1
301,40,684,4,3,1,68,0,0,0,0,0
302,35,651,13,10,0,72,0,0,1,0,0
303,35,647,3,4,1,79,0,0,1,0,0
304,41,800,14,14,1,79,1,0,0,0,1
305,38,723,13,14,0,59,0,0,1,0,0
306,22,664,1,3,1,83,0,0,0,1,0
307,27,734,7,9,1,81,0,0,0,1,0
308,29,696,8,11,1,82,1,0,0,1,0
309,43,663,2,2,1,71,0,1,0,0,0
310,26,628,6,9,1,68,0,0,0,0,0
311,35,493,3,6,1,84,0,0,0,1,0
312,31,819,11,13,1,73,0,1,0,0,1
313,42,775,4,3,0,73,1,0,0,0,0
314,25,629,2,3,1,81,0,1,0,1,0
315,36,732,4,3,1,38,1,0,0,0,0
316,34,839,12,11,1,64,1,0,0,0,0
317,27,807,3,5,1,78,0,0,0,0,0
318,39,584,13,15,0,64,0,0,0,0,0
319,39,565,14,15,0,82,1,0,1,0,0
320,34,757,4,6,1,66,0,0,0,0,0
321,33,659,13,13,1,86,0,1,0,0,1
322,38,760,14,11,1,81,0,0,0,1,0
323,24,739,3,2,0,78,0,0,0,0,0
324,43,735,13,10,1,84,0,1,0,1,0
325,29,681,1,4,1,62,0,0,0,0,0
326,28,614,9,11,1,71,0,0,0,0,0
327,33,833,11,14,1,87,0,1,1,0,1
328,42,776,14,10,0,58,0,0,0,0,0
329,33,707,4,2,1,66,0,1,0,0,0
330,27,776,9,12,1,68,0,1,0,0,0
331,25,753,3,2,1,85,0,0,0,0,0
332,35,778,4,2,1,71,0,0,0,0,0
333,45,764,3,4,0,86,0,1,0,1,0
334,34,714,14,10,1,84,1,0,0,0,0
335,44,826,3,5,1,83,1,0,0,0,0
336,23,628,3,3,1,79,1,0,0,0,0
337,42,707,13,11,0,67,0,0,1,0,0
338,38,682,4,6,1,54,0,0,0,0,0
339,22,698,4,3,1,73,0,0,0,0,0
340,24,561,3,2,1,83,0,0,1,0,0
341,39,909,4,5,1,69,0,0,0,0,0
342,43,649,4,3,1,74,0,1,1,0,0
343,31,828,3,4,1,83,1,0,0,0,0
344,28,666,2,2,1,66,1,0,0,0,0
345,27,660,3,3,1,77,1,0,0,0,0
346,42,857,4,6,1,76,1,0,1,0,0
347,32,631,14,15,1,62,0,0,0,0,0
348,44,685,4,5,1,81,1,0,0,0,0
349,26,638,1,6,1,66,0,0,0,0,0
350,43,726,12,15,1,60,0,0,1,0,0
351,28,736,3,3,1,78,1,0,0,0,0
352,44,604,3,3,1,77,0,0,1,0,0
353,30,681,13,14,1,75,0,0,0,0,0
354,25,596,9,8,1,84,0,0,0,0,0
355,37,549,11,11,1,88,0,1,0,1,1
356,23,817,3,5,1,78,0,0,0,0,0
357,45,772,2,5,1,80,0,0,0,0,0
358,22,448,3,4,0,67,0,0,0,0,0
359,25,689,3,4,0,73,0,0,0,0,0
360,41,681,14,15,1,72,0,0,0,0,0
361,32,665,12,11,1,74,0,0,0,0,0
362,40,824,2,6,1,77,0,0,1,0,0
363,35,586,2,4,1,76,0,0,0,0,0
364,23,471,2,5,1,85,0,0,1,1,0
365,31,703,14,15,1,63,1,0,1,0,0
366,24,681,5,5,1,84,0,0,0,0,0
367,38,842,3,4,1,93,0,0,0,0,0
368,36,586,4,5,1,80,0,0,1,0,0
369,40,915,14,10,1,68,0,0,0,0,0
370,30,678,2,5,1,82,0,0,0,0,0
371,42,600,2,6,1,64,0,0,0,0,0
372,34,588,12,10,0,83,0,1,0,1,0
373,41,653,12,11,1,84,0,0,0,1,0
374,36,700,13,13,1,68,0,0,0,0,0
375,24,699,2,6,1,71,0,0,0,0,0
376,40,560,12,11,1,70,0,0,0,0,0
377,41,863,13,13,1,79,0,0,0,0,0
378,34,603,4,4,1,79,1,0,1,0,0
379,31,802,13,15,1,73,1,0,0,0,1
380,30,557,2,5,1,73,0,0,0,0,0
381,28,725,8,12,1,95,1,0,0,0,1
382,39,637,13,14,1,69,0,0,0,0,0
383,32,771,14,12,0,74,0,0,0,0,0
384,40,950,12,14,1,88,0,1,0,0,1
385,29,716,6,11,1,77,0,0,1,0,0
386,23,699,3,4,1,80,1,0,0,0,0
387,25,803,10,13,1,80,1,0,0,0,1
388,27,775,2,3,0,66,0,0,0,0,0
389,28,485,1,3,1,100,1,0,1,1,0
390,26,886,3,5,0,88,0,0,0,1,0
391,43,544,12,14,1,70,0,0,0,0,0
392,36,831,11,11,0,69,1,0,1,0,0
393,22,628,4,2,1,71,1,0,1,0,0
394,40,521,2,2,1,71,0,0,0,0,0
395,43,767,3,6,1,69,0,0,1,0,0
396,23,697,3,4,1,69,0,1,1,0,0
397,23,670,3,3,1,77,1,1,0,0,0
398,41,739,4,2,1,62,0,0,0,0,0
399,35,761,4,3,0,72,0,0,0,0,0
400,31,873,4,2,1,69,0,0,1,0,0
401,43,686,3,2,1,79,0,0,0,0,0
402,23,802,3,2,1,76,0,1,0,0,0
403,43,684,13,10,1,85,0,0,0,0,0
404,45,468,3,6,1,74,0,0,0,0,0
405,44,565,14,10,1,59,0,1,1,0,0
406,33,764,3,6,1,68,0,1,1,0,0
407,31,753,14,11,1,62,0,0,0,0,0
408,37,950,4,4,1,73,1,0,1,0,0
409,23,664,1,3,1,79,0,0,1,0,0
410,44,472,3,4,1,86,0,0,0,0,0
411,25,631,6,12,1,72,0,0,0,0,0
412,32,516,3,2,0,61,0,0,0,0,0
413,42,648,4,2,1,75,0,1,0,0,0
414,29,861,3,4,1,71,0,0,0,0,0
415,28,831,1,5,1,76,0,1,1,0,0
416,28,600,2,4,1,72,0,0,0,0,0
417,37,747,11,12,0,73,0,0,0,0,0
418,44,675,13,15,1,81,0,0,0,1,1
419,22,653,1,6,1,76,0,0,0,0,0
420,22,760,5,5,1,83,1,0,0,0,0
421,23,614,1,3,0,68,1,0,1,0,0
422,35,635,4,6,1,73,0,0,1,0,0
423,31,543,2,6,0,85,0,0,0,0,0
424,39,650,14,14,1,73,0,1,1,0,1
425,42,694,3,6,0,78,0,0,0,0,0
426,33,699,12,14,0,98,0,1,1,1,1
427,30,543,11,12,0,80,0,1,0,0,0
428,22,632,1,6,1,63,0,1,0,0,0
429,22,745,2,2,1,82,0,0,0,0,0
430,31,521,12,14,1,80,0,0,1,0,0
431,30,855,11,13,1,85,1,0,1,1,1
432,36,648,3,2,1,75,0,0,0,0,0
433,29,620,10,14,1,77,0,0,1,0,0
434,27,784,3,2,0,88,0,0,0,1,0
435,42,795,12,10,1,68,0,0,1,0,0
436,35,903,11,15,1,78,0,0,0,0,0
437,36,681,3,4,1,66,0,1,0,0,0
438,28,619,10,10,1,80,0,0,1,0,0
439,44,826,14,11,0,72,0,0,1,0,0
440,22,801,2,6,1,65,0,0,0,0,0
441,39,741,12,14,1,59,0,0,0,0,0
442,23,741,1,6,1,63,0,0,0,0,0
443,37,705,3,3,1,64,0,0,0,0,0
444,22,797,2,6,1,69,0,0,0,0,0
445,33,667,12,10,1,72,0,0,0,0,0
446,34,595,3,3,1,73,0,0,1,0,0
447,24,482,3,4,1,55,0,0,1,0,0
448,26,686,1,3,0,82,1,0,0,0,0
449,42,498,12,15,1,75,0,0,0,0,0
450,38,658,4,4,1,74,0,0,1,0,0
451,40,658,11,12,1,80,1,0,1,0,1
452,37,637,11,14,0,72,0,1,0,0,0
453,44,543,14,15,1,72,0,0,1,0,0
454,36,809,14,11,1,74,0,0,0,0,0
455,39,633,14,11,1,82,0,1,0,0,0
456,33,624,4,3,0,69,0,0,0,0,0
457,27,529,2,5,1,79,0,0,0,0,0
458,29,633,9,7,1,70,1,0,0,0,0
459,42,588,13,14,1,70,0,0,0,0,0
460,38,709,13,12,1,86,1,0,0,0,1
461,36,718,11,14,1,61,0,0,0,0,0
462,45,680,14,13,0,80,0,0,0,0,0
463,42,660,13,13,1,56,0,1,0,0,0
464,23,599,5,5,1,62,0,0,0,0,0
465,42,783,13,12,1,75,0,1,0,0,0
466,39,848,14,10,0,74,0,0,0,0,0
467,27,747,7,8,0,71,0,0,1,0,0
468,36,507,12,11,1,69,0,0,1,0,0
469,28,868,6,11,0,87,1,0,1,0,0
470,44,700,3,4,0,81,0,0,0,0,0
471,27,817,9,12,1,91,0,0,0,0,0
472,33,496,3,2,1,69,0,0,0,0,0
473,25,640,9,7,0,70,0,0,0,0,0
474,29,709,2,2,1,84,0,0,0,1,0
475,28,749,3,2,1,74,0,0,0,0,0
476,22,847,3,3,1,60,1,0,0,0,0
477,39,613,2,4,1,67,0,0,0,0,0
478,39,737,4,2,0,64,1,0,0,0,0
479,35,593,14,12,1,62,1,0,0,0,0
480,28,522,2,3,0,75,0,0,0,0,0
481,43,555,14,13,1,100,0,0,0,1,1
482,34,553,3,4,1,74,0,1,0,0,0
483,35,752,2,6,1,80,0,0,0,0,0
484,25,623,1,6,1,96,0,0,0,0,0
485,29,888,6,7,1,66,0,0,1,0,0
486,42,836,13,11,1,79,0,0,0,0,0
487,32,809,13,13,1,72,0,0,1,0,1
488,42,746,12,13,0,69,1,0,0,0,0
489,29,753,9,11,1,80,1,1,0,0,0
490,23,783,3,4,1,69,0,0,1,0,0
491,44,805,14,13,1,92,0,0,0,0,1
492,26,578,1,6,1,80,0,0,1,0,0
493,42,711,3,4,0,100,1,0,0,0,0
494,33,753,4,5,1,76,1,0,0,0,0
495,38,586,3,5,1,52,1,1,1,0,0
496,32,816,12,12,1,70,0,0,0,0,0
497,39,707,3,5,1,60,0,0,0,0,0
498,29,712,6,12,1,81,0,0,1,0,0
499,38,757,11,10,0,69,0,1,1,0,0
500,24,902,3,5,1,68,0,0,0,0,0
501,29,606,8,7,0,74,0,0,1,0,0
502,27,688,10,13,1,89,0,0,0,1,1
503,33,789,4,5,1,76,0,0,0,0,0
504,45,619,13,14,1,65,0,0,0,0,0
505,37,865,4,5,1,65,0,0,1,0,0
506,36,651,14,12,0,84,0,1,0,1,1
507,26,608,3,4,1,89,0,0,0,1,0
508,24,582,1,3,1,89,0,0,1,1,0
509,38,775,2,5,1,70,0,0,0,0,0
510,32,570,12,14,1,69,1,0,0,0,0
511,33,876,11,12,1,93,1,0,0,1,1
512,40,671,4,5,1,76,0,0,0,0,0
513,44,676,11,12,1,65,1,0,0,0,0
514,45,899,12,13,1,74,0,0,0,0,0
515,35,783,13,14,1,64,1,0,0,0,0
516,27,517,1,6,0,73,0,0,0,0,0
517,29,919,1,6,0,71,0,0,0,0,0
518,38,703,2,3,0,54,0,1,0,0,0
519,39,797,3,2,1,76,0,0,0,0,0
520,39,599,2,2,1,76,0,0,1,0,0
521,42,663,4,2,1,65,0,0,0,0,0
522,23,612,1,6,0,61,0,1,0,0,0
523,42,540,12,15,0,64,1,0,0,0,0
524,22,578,4,6,0,73,0,0,1,0,0
525,41,646,14,10,1,48,0,0,0,0,0
526,43,649,12,10,0,82,1,1,0,0,0
527,35,648,14,13,1,79,1,0,0,0,0
528,38,822,3,2,0,73,0,0,0,0,0
529,27,769,7,7,1,65,0,0,0,0,0
530,44,623,2,5,0,74,0,1,0,0,0
531,27,805,2,5,0,70,0,0,0,0,0
532,43,655,4,3,1,62,0,1,0,0,0
533,25,713,3,6,1,82,0,0,0,0,0
534,31,760,11,15,0,47,0,0,1,0,0
535,27,609,1,4,1,73,0,0,0,0,0
536,35,642,2,4,1,81,0,0,0,1,0
537,38,862,12,12,1,81,1,0,0,0,1
538,34,495,13,15,1,85,0,0,0,0,0
539,43,700,11,15,1,67,1,0,0,0,0
540,32,706,2,4,1,77,0,0,1,0,0
541,34,697,3,2,1,83,0,0,0,0,0
542,36,627,3,2,1,73,0,0,0,0,0
543,25,751,1,5,0,51,0,1,0,0,0
544,33,533,13,14,0,89,1,1,0,0,1
545,43,701,13,14,1,78,0,0,0,0,0
546,36,769,2,2,1,80,0,0,0,0,0
547,25,699,2,4,1,79,1,0,0,0,0
548,30,489,4,5,1,67,0,0,0,0,0
549,35,764,3,2,1,68,1,0,0,0,0
550,25,793,9,11,1,62,0,0,0,0,0
551,36,774,12,15,1,82,0,0,0,1,1
552,39,505,13,11,1,88,0,0,1,1,1
553,44,697,4,6,1,73,0,1,0,0,0
554,38,773,4,5,1,68,0,0,0,0,0
555,27,745,1,5,1,85,0,0,0,0,0
556,30,680,2,5,1,63,1,0,0,0,0
557,45,876,4,4,1,69,0,0,1,0,0
558,27,876,8,8,1,71,0,0,0,0,0
559,36,831,11,13,1,78,0,1,0,0,1
560,24,654,5,5,1,84,0,1,0,1,0
561,42,632,3,3,1,69,1,0,0,0,0
562,38,618,12,13,0,59,0,1,0,0,0
563,44,762,12,12,1,65,0,0,0,0,0
564,29,733,1,2,1,74,0,0,0,0,0
565,40,950,2,4,1,80,0,0,0,0,0
566,41,628,4,5,1,43,0,0,1,0,0
567,35,607,12,15,0,87,0,0,0,0,1
568,37,603,13,10,1,66,0,0,0,0,0
569,34,824,3,6,1,53,0,0,0,0,0
570,44,752,4,3,1,75,1,1,0,0,0
571,42,667,12,10,0,57,0,0,0,0,0
572,25,619,8,10,1,75,0,0,0,0,0
573,37,574,2,3,1,87,1,1,1,1,0
574,29,722,10,14,1,84,0,1,0,0,0
575,28,715,3,3,1,61,0,0,0,0,0
576,37,614,4,2,0,73,0,1,0,0,0
577,40,646,2,2,1,78,0,1,0,0,0
578,39,636,3,3,1,68,1,1,0,0,0
579,28,704,1,2,1,73,0,0,0,0,0
